temp,quantity,pressure,weight,time,delay,energy
59,34,2.154818357,8.808319639,8.718573347,0.2,24
28,2,1.556372505,7.484792648,7.013159012,0.1,11
59,34,1.593725407,8.296732185,8.983089724,0.1,23
47,22,1.212815296,7.807666845,6.210066366,1.4,33
47,21,0.9358531467,4.431722968,5.044076705,3.8,83
56,30,1.255695037,6.448570667,6.52882243,1.4,39
41,17,1.053900633,7.481961544,7.16951265,6.9,138
25,1,2.165459331,6.970045064,6.648203955,2.5,113
30,5,0.9657228817,6.008665628,6.535667525,0.5,125
50,24,0.9773149774,7.46746523,6.864802599,1.7,195
34,9,1.356295116,8.131959646,6.980902067,1.2,105
44,18,1.362133288,4.058454244,4.744295674,3.5,75
36,9,2.100154634,10.89100743,11.41505405,1,40
39,14,1.062095966,4.068026405,4.566893736,0.5,61
54,24,1.09535664,6.186621699,6.61789678,4.5,75
33,8,1.441320469,3.63870635,5.844606318,0,122
39,14,3.161516973,4.113879478,4.424284481,3,75
41,15,0.716620385,4.468040346,4.685389531,0.2,59
40,13,0.7124501587,3.887131701,1.790100743,1,24
29,3,0.7224135684,4.844721114,7.150276978,3.3,175
51,27,2.717429899,6.270428947,5.712973478,0.8,39
54,30,1.508728662,5.962420907,6.762945024,6.8,145
47,22,1.262413227,7.405890431,8.560326001,0.4,24
53,28,1.388781639,3.408468835,3.739392199,0.1,20
30,5,1.828714008,7.661864516,7.049752215,2.6,85
28,3,2.731541135,7.467240648,6.529065622,2.6,65
60,35,3.054205682,5.61028554,8.742097771,5.6,191
51,26,2.309629936,7.467198764,9.02288321,0,11
63,37,1.635456485,7.307665641,6.427683188,1,40
38,13,0.9489650909,5.184555563,3.530095984,0.7,54
59,35,0.9369733637,6.711349253,5.381565404,3.8,95
53,29,2.27189797,9.386869541,6.858164791,1,94
31,5,1.336722497,6.44138476,7.150680447,2.2,79
41,17,1.156296552,6.884620751,6.046832175,0.3,48
25,1,1.457448439,4.137915658,5.320760245,2.6,70
27,3,2.122681381,5.047175192,3.695376943,0.1,40
50,24,1.058776888,5.453136717,5.974574339,1.8,44
50,25,2.629945174,6.152877182,5.302860322,1.4,43
43,18,1.623539876,4.272764235,5.244596582,0.3,29
50,24,1.597596905,4.933451736,3.563941036,1.3,188
46,20,0.8907703666,9.476180493,7.525542074,0,114
30,6,1.854787555,6.481828926,4.585683032,0.7,52
42,16,0.8992022846,2.900735792,3.191929775,0.2,13
42,17,2.90521954,3.526792227,5.466471701,0.5,95
29,3,0.8528731467,9.698130813,9.698748086,2.9,84
38,14,1.944880959,3.072101393,3.888298429,1.8,49
51,25,2.09732586,7.428522659,8.597116019,1.7,181
35,10,1.16092115,4.05459338,4.680874899,0.3,182
37,13,1.351906771,4.111428817,4.64254637,2.7,70
47,21,1.262016039,8.684994025,9.835570229,1.1,79
55,29,1.780952077,7.926763805,6.25859429,2.8,61
65,41,1.676109527,9.684621246,10.49595523,2.1,121
58,33,1.487072949,6.541722686,6.425191291,0.2,34
54,28,3.281482248,6.192164402,6.30205084,1,183
52,28,2.404015368,6.270193321,7.097109134,1.6,51
28,2,2.982286725,9.037032393,8.956888926,0.3,70
32,8,1.239876093,6.624088542,6.811459122,1.7,39
51,24,1.457724148,5.040533491,5.306961146,2,84
43,18,0.7776373777,8.147245598,8.81232782,7,122
42,18,1.65279682,6.878332078,6.067935677,1.7,145
42,17,0.9306960606,7.302830828,4.788043607,0.4,98
41,16,1.629575395,7.311651161,6.626158571,1,79
34,8,1.415072582,6.69141037,6.051329703,2,38
30,6,2.241028525,4.579775347,3.773889376,0.7,49
32,7,1.275387164,6.638215324,7.637561841,1,38
46,20,1.872460279,7.510086245,8.0920824,2.6,91
38,12,2.496505449,8.193948494,7.925531381,0.2,29
37,13,1.365645486,7.447059168,6.8097272,6.5,172
32,8,1.520875214,8.922875445,9.501008326,3.7,104
35,9,2.174181942,3.83743312,5.028441408,2.5,58
30,5,2.331464739,8.867857729,7.657257374,1.9,171
30,4,1.043452233,8.169200927,7.038650347,3.3,73
58,32,0.9660135939,4.470682934,5.680859406,2.9,191
57,27,1.679254514,4.678356475,2.376294697,4.5,90
34,9,1.38282627,8.322712825,7.421080297,2.3,55
31,4,0.7057849915,8.726278653,10.07436171,2,28
39,14,2.4810896,6.353302766,4.882514758,2.5,42
57,33,3.608338643,7.343192262,5.749261528,0.1,9
47,21,2.526080629,9.136248228,6.96218713,1.5,65
51,26,3.626068671,3.777729594,5.565144535,4.5,134
30,6,0.7150808123,2.707114895,2.695845277,3.4,83
55,28,1.313543671,7.472550654,9.299096603,1,38
32,6,1.024448054,8.184581012,10.24917525,0.3,13
32,7,1.722759213,2.88854229,3.020415779,2.9,143
44,20,0.9619781672,9.06494912,8.243432142,1.9,75
33,7,1.168592539,0.252626132,3.349764398,3.2,120
49,24,2.046038122,2.718783738,1.858552884,2.8,91
32,6,2.069344931,3.94003623,4.900733582,1.5,99
31,7,1.277695627,5.910934461,6.331029854,0.1,71
37,13,1.00043457,4.542021971,3.819603397,0.8,111
41,15,1.421071948,7.665246081,4.258177635,5.2,108
56,32,1.821071783,5.371775151,5.56610877,7.4,158
55,31,0.9101095698,6.849256065,7.372000663,2.67,81
49,23,0.820263154,6.261620166,5.787132963,0.1,12
63,37,2.105300872,7.269818097,6.781522611,0.4,21
55,30,0.8663938121,5.936824388,6.398730817,0.9,55
59,35,1.770176173,6.155582726,6.106496799,1.8,42
41,16,2.379626649,9.177829289,7.796276379,0.4,81
49,25,1.014147754,4.186822579,3.650957613,0.2,13
48,23,1.727439432,8.051075125,6.510694178,0.6,132
41,16,0.8900585142,4.15066782,4.60883059,1,99
50,26,0.7062095248,6.864641912,5.312235492,0.2,23
28,1,1.899507796,7.209409834,9.024492177,2,40
36,11,3.165844637,7.153592792,8.541425639,1.4,181
38,14,2.84429754,6.219345884,5.607150863,2.2,112
34,9,0.8827904363,4.723946788,3.472875705,7.8,138
41,17,1.467307906,7.98158661,7.539133984,3.8,94
43,19,1.622128098,3.83656442,5.321609994,1.7,113
30,5,2.184752359,6.6034714,5.315956514,5,112
37,12,1.677149132,5.861914213,7.192508661,3,190
62,37,1.446805517,7.745843887,7.646135447,1.1,38
40,16,0.7794469991,9.89957414,8.558671334,1.4,32
35,10,2.901320616,6.269929904,7.44090063,0.6,104
64,40,1.338690209,9.737855674,10.43621431,1.9,43
49,24,3.813070188,7.193972562,4.771548677,1.7,45
24,-1,1.584744942,4.708245753,3.506285648,1.7,35
36,10,1.755305556,7.648210606,8.097932111,1.2,42
29,4,3.161276324,3.099683045,1.811166087,0.8,58
29,3,1.77808381,7.081016926,6.742921583,3.4,103
28,3,2.043294386,6.817257959,7.740167923,3.3,71
33,7,1.656512545,1.623129602,3.87588017,0.4,14
36,11,1.021144924,5.473869422,4.654189837,1.2,98
42,17,1.00763536,5.022076629,4.443151753,0.1,90
25,0,2.172200008,7.014126783,5.279929998,0.2,65
28,2,0.7605726646,6.293059172,5.330624098,0.4,19
50,25,1.345242101,6.060244375,7.403863129,1.7,35
34,9,0.7505677763,5.786911982,8.181577348,1.3,71
43,19,3.135281492,4.092370657,7.245039945,0.5,31
62,38,1.465517848,4.9445935,5.20643417,1.2,43
61,36,1.43678721,3.668022211,3.501505319,1.5,24
45,19,1.090738874,3.573136179,5.620859733,0.4,58
42,17,1.139532578,4.69269307,6.595233909,0.4,115
39,15,1.495349084,3.527149254,2.861413021,8,168
29,5,1.411519707,3.564628404,5.386323192,1.5,128
45,20,2.647366041,6.774880396,7.063753785,7,138
58,32,0.912876651,3.334585742,4.515812672,1.7,81
29,3,1.339278791,6.738870896,5.933736507,1.3,41
32,7,1.46515093,6.176427225,5.996528342,2.9,123
37,13,0.7350892177,8.872429586,8.159508039,2.7,71
48,23,1.320892606,5.924694884,4.687729431,0.4,8
40,14,2.825035667,5.339403918,7.096199051,0.7,42
29,4,0.840618788,7.552701607,7.390343943,2.5,62
36,12,0.7058313124,4.760468582,4.912780839,1,22
35,8,1.083589476,7.228147014,4.565511649,1,38
35,11,0.9082312469,6.72243582,9.863616878,0.4,24
62,37,0.753191735,4.094512832,2.04607455,2.4,50
26,1,0.7112053438,8.624803055,8.859042207,1.3,190
32,7,0.9267855695,7.093149222,9.594095035,3.1,94
63,37,2.089160221,8.442452314,5.56579978,5.1,165
38,12,1.80873719,5.570004014,6.067307538,1.2,43
50,26,0.7156404598,2.900881283,4.423306473,1.6,48
46,21,0.8507620538,9.818168478,11.07848348,2.7,52
50,24,0.8286496015,10.22508959,6.245673793,4.9,84
61,36,1.821571746,8.817727405,10.06155378,0.9,131
34,8,1.321993959,0.6021135997,1.181484862,0.2,44
27,2,0.9491471435,4.688607995,7.021079546,0.2,78
61,36,0.713715646,2.564189286,3.971057178,0.4,15
45,20,2.034809796,7.06681858,8.261616589,1.9,38
50,25,6.224834664,9.205671671,8.02217627,1.3,84
44,20,1.098792672,5.872464922,6.312757883,0.3,122
62,36,3.977257191,6.788518315,7.44719999,2.8,98
45,18,3.772811454,10.64876839,8.897623817,2.67,80
41,17,2.255052445,1.650686072,3.200286917,8,165
30,5,1.599440234,3.220797147,2.962478563,3.3,121
61,37,1.262197135,4.570601796,2.97956487,0.4,20
45,19,1.675803244,5.735259696,8.056151662,0.2,11
59,35,2.228385852,8.332455458,7.65692349,1.8,45
30,6,1.135078768,2.978863957,3.674641987,2.8,118
60,36,1.843510517,7.015859847,7.662542524,0.3,14
39,13,5.414061631,6.260782003,4.489646563,0.2,30
56,30,4.330106898,6.915167858,6.753802976,0.2,45
56,32,1.267993662,4.018422243,2.043278335,2.67,80
27,1,5.189320095,9.466875489,8.832017044,0.3,25
66,41,0.9452155946,4.643074973,5.597242302,2.5,144
43,19,1.401712946,6.721807393,5.921063714,0.2,84
53,29,2.801080719,4.541050714,2.945532747,0.4,22
44,18,3.780006878,6.261118475,7.22085648,1.5,33
54,28,1.560899946,9.115899955,8.717518277,2.6,60
31,6,1.11791564,5.246309237,5.158599706,2.2,81
38,13,1.624056022,5.659878448,5.976179107,6.8,169
28,2,1.990373318,10.05249336,6.550315931,1.6,63
51,26,0.7915914186,3.813299073,4.723478211,0.7,12
52,27,1.106586624,-0.6066038692,1.078997204,0.8,15
64,38,1.240263216,4.786442921,5.1193542,0.5,39
29,4,1.268063946,3.879898398,1.557389957,2,44
34,10,0.7400827895,6.229804826,6.675787362,4,110
33,8,0.9609338445,2.901527643,2.106037507,6.3,130
46,21,1.44586406,3.066830244,4.588589496,1.4,41
48,22,1.010718162,6.372770389,6.434652949,1.4,59
52,28,1.02513263,6.347292002,7.991860848,0.8,39
44,19,1.63050146,1.649225487,1.325261554,0,35
51,27,1.219536944,5.23490519,4.974965543,2.6,80
47,20,0.8032190222,6.300970128,8.442986601,2.67,81
39,13,0.9205311312,3.479144444,6.944027619,0.8,31
42,17,0.9300274414,4.899229551,5.278340575,1.9,93
57,33,1.33004147,7.075963318,6.031855935,1.5,45
36,12,0.9050473003,0.7705243453,0.07085550434,0.6,40
27,1,0.8581622997,3.456781742,1.245263601,1.6,80
31,7,1.181584469,7.914776237,6.362415297,0.4,20
63,37,0.9705494025,5.41763662,5.606160151,0.5,41
34,8,1.882415896,5.374096454,7.536022892,0.3,31
52,27,1.943658203,6.64115957,6.025939435,0.2,35
57,31,0.8957351762,3.276955186,2.958811584,1.4,40
63,39,0.9758084529,11.25880148,8.874898581,1.8,84
26,1,0.890244397,0.7542743029,3.59003312,1.6,53
35,5,2.237308077,6.639640909,5.739899994,4,85
58,33,2.176845628,4.48366177,4.75130666,3.9,138
32,2,0.7960430529,5.837249578,4.845327697,1.75,71
64,39,1.26887196,9.758686418,10.03755007,0.8,113
50,23,2.555869172,6.34283047,7.50754046,1,23
34,9,1.99199382,5.036719027,4.616775086,2.3,62
36,11,0.7437246835,9.103971904,9.991167195,0.2,14
43,18,1.499510574,7.684172476,7.271558439,2.2,60
28,4,5.869734076,6.13636188,4.49297498,0.8,94
64,39,1.977917659,6.554169164,8.770071996,1.8,83
60,35,0.7925504429,9.266236449,6.778699401,6.3,130
62,37,1.89319014,4.223719534,4.650068273,1.7,61
27,2,0.7032429736,5.847010416,6.777346157,3.1,92
42,16,0.9849668113,5.54609377,6.327504817,0.8,20
45,20,1.962966705,6.646059219,3.582369208,8.8,194
36,10,3.665472577,7.934388724,6.506023548,2.5,74
48,22,1.374725081,3.880722736,4.892093859,0.4,84
65,40,2.632051795,6.914984915,5.678243032,1.8,98
39,15,0.7961570593,4.120286359,4.114022377,2.33,52
51,26,1.502033967,7.026337472,9.577610861,1.3,55
30,6,2.409986626,2.759763888,1.635001638,3.4,64
65,40,2.144003385,5.504567644,3.796697381,2.5,128
38,13,2.828729046,3.769916194,3.746334209,1.7,113
29,3,0.8160096994,4.992645432,7.721941744,1.1,50
42,18,1.101882038,6.671411199,6.962696312,2.2,54
63,38,2.118875139,5.239631472,4.533834801,0.9,129
46,21,0.8387325695,2.537729982,3.932601743,0.4,82
62,38,1.751772849,6.943923317,6.073128788,1.7,100
58,34,0.7859995079,7.942863451,8.209734732,2.2,44
56,30,1.300702204,5.911040638,6.964114692,0.5,164
56,31,3.933597653,7.410915064,6.139995618,3.7,81
34,10,1.575569045,7.412991533,8.855875839,0.1,71
42,17,1.016570363,8.321938685,6.88477333,0.5,28
30,6,1.780448155,7.559376434,7.381533993,1.5,80
61,35,1.471188324,3.478453781,2.515332866,1.9,90
38,14,3.33952368,6.967343545,6.723157956,3.6,74
50,25,1.078188576,-0.6000733275,1.410376775,0.7,14
61,36,2.704083613,3.505185126,4.035338164,0.5,23
41,17,2.582237226,9.39150868,7.569719708,1.7,153
42,16,1.765785647,5.366292626,4.246771673,0.9,38
29,5,0.9666521808,4.768812916,3.370526349,2,112
51,26,1.432008126,4.424643896,3.069008803,8.1,145
32,6,1.727511879,6.152721724,6.135365203,0.3,28
34,9,5.173198298,6.172242965,6.492706591,1.1,31
26,2,1.553333627,5.490576315,3.61817139,6.33,195
54,24,0.9369006323,8.699713772,9.790225299,2,50
38,14,1.503022341,5.436036046,5.609675578,2,71
62,36,1.016197648,4.418626698,4.497934094,0.3,21
37,11,2.760662292,6.571843403,6.827514394,0.8,35
46,21,1.626131107,6.812564997,4.403949624,2.4,42
52,27,0.8459895679,2.778291067,6.777188917,3.6,78
32,6,1.069801723,8.164711215,9.237191053,2.2,73
49,25,2.887689282,3.807576289,3.108533671,1,53
28,3,1.062387568,4.809645264,2.850661569,1.6,51
55,30,1.618911658,2.286528594,-1.610564866,2.3,40
52,26,1.269709281,5.501707064,6.879111519,1,178
32,6,1.508131412,4.012064373,2.985761855,0.3,35
31,7,0.9291725345,6.063720032,4.49651011,0,192
27,3,0.8354143142,6.92860397,4.930271085,5.4,123
32,5,4.206416258,9.182418489,9.145603135,1.67,48
52,26,2.39787977,4.392056897,4.826657946,0.6,45
52,28,1.44952353,3.576855499,5.225840536,0.2,15
50,24,0.7853322468,5.370790778,5.831478435,0.3,79
32,5,1.050353801,4.531982903,7.134839054,2,63
61,35,0.7454780054,5.151002434,7.236817283,0.2,30
60,36,2.8732532,7.249572796,7.04557072,6.9,145
28,4,2.069734612,3.954542144,4.478117929,1,32
34,9,3.932699941,2.128451785,2.396436129,0.1,64
31,7,2.743968519,5.862290167,7.601455013,0.1,84
31,5,1.465916898,10.62289303,11.29031152,0.4,21
62,38,1.068988722,2.039228644,0.1229360872,1.7,99
47,22,0.88920561,3.930877377,5.580102103,1.3,35
50,24,0.9804718288,5.717283756,3.752423751,1.7,180
36,12,1.340951826,6.318624599,7.270096251,1.33,42
26,0,1.485441906,6.360885473,6.301279076,2.1,179
51,27,0.7505683303,6.962581546,4.677908098,0.1,42
52,25,2.113165523,7.904336619,8.197879648,9,180
35,11,2.054621604,8.473254734,9.498399067,3.4,82
42,16,1.940996414,6.17075438,5.309185526,0.7,55
36,12,2.058261435,6.884116727,9.724213776,2.2,79
41,17,1.63055918,11.39939153,9.85645608,0.6,48
49,25,2.447236988,7.770799745,8.295081043,2.7,93
57,32,0.7671080835,9.021439992,8.937658051,0.2,23
44,20,1.743095226,5.38430184,7.47573233,2.33,50
60,34,3.513428302,1.774127769,2.841537081,2,85
38,14,1.018683808,4.642615539,4.491627522,1.5,35
26,2,1.688172002,4.333392456,3.834170208,6,171
29,2,0.9506757878,5.873194694,5.994378591,1.5,29
59,35,1.041414961,6.458300297,6.302480724,1.8,84
51,27,1.588905977,2.455335153,4.103666992,0.5,20
50,25,0.9060032354,8.799340145,8.813782817,0.4,14
35,10,3.026395662,3.95881727,5.33474673,8.6,179
61,37,1.545449774,7.216380415,9.771456663,0.8,48
42,16,0.7677286903,4.919559026,5.147809964,2.8,74
55,29,1.472395197,2.594538348,1.80441313,1.4,53
50,25,1.00993808,6.015174157,4.66540568,2.8,83
64,40,0.9798612176,4.596942859,5.490396324,2.1,171
54,28,0.7890645913,7.018459367,8.400741316,4.9,85
50,26,0.7638748283,5.347426621,4.193675639,0.9,38
31,5,1.636376443,4.438402042,5.4542844,1.6,85
32,8,1.368293901,6.802256246,4.64037578,0.1,79
44,19,1.192135018,8.614762741,9.790678639,0.4,69
60,35,1.878777592,4.121363133,3.934909962,0.9,43
60,34,1.6770232,6.935539055,5.292884318,0.3,33
62,38,1.265967547,8.263517155,7.473925437,0.1,42
46,21,1.180318599,6.873354959,6.141636053,1.9,40
57,33,0.7354583042,9.563310606,9.714424439,1.8,43
30,5,1.007336949,7.489373725,4.332867759,0.5,20
58,32,1.00068034,8.995810789,10.42523639,2.5,65
39,13,0.7277743055,0.410692726,1.738453223,3.4,139
60,35,3.736069541,0.8360479655,2.823013506,0.3,135
59,34,3.17177015,5.566579606,4.41748242,1.6,84
50,26,0.8644627489,6.132634898,7.056085043,2.9,179
63,39,3.140332513,10.96415399,8.960538838,1.3,45
27,3,0.7090416288,4.125701664,4.82274985,2.5,109
54,29,0.9560865785,3.408632668,3.801518092,0.1,34
62,37,2.467239469,3.270525005,4.79368614,1.3,162
60,34,1.293333139,8.523749713,8.163444635,1.4,105
38,12,1.273629703,6.042580433,4.166907226,0.2,22
34,8,0.8588468545,5.968585189,6.264357871,1.8,82
65,41,2.515550517,5.457842612,6.069459026,1.7,105
55,31,0.9547827842,6.364698912,8.631945519,1.8,62
57,31,0.7518225926,7.411492452,6.7774048,2,82
27,3,1.608617834,4.456128428,0.8621543587,0,72
35,10,0.7451327054,11.27514189,9.933865448,1.7,38
52,28,1.165684592,6.965876689,7.057955905,1,25
45,15,0.8797079803,6.799823082,7.119679014,0.75,20
29,3,1.492742999,7.617176357,7.417492926,1.8,80
44,18,1.253621947,7.708228543,6.815219563,1.1,84
47,23,1.399204827,4.912997468,3.688741373,1,33
62,37,1.139329327,6.624114306,6.384522652,0.9,55
52,27,2.439236721,3.958751805,4.158882994,0.7,33
47,23,0.7826983342,4.873157303,4.424342508,0.3,190
42,18,1.844403374,5.078984676,5.213250594,0.3,43
65,41,1.144306274,6.891075292,7.024040196,0.1,45
42,18,2.345135348,6.627703699,4.998237656,3.5,141
40,16,1.196390214,5.967161686,4.988213783,2.4,69
32,8,0.9374900535,7.915414596,7.10716808,0.1,78
40,15,2.211286562,5.860532036,4.644038406,3.7,84
55,29,3.200617776,7.527011893,7.630519552,5.2,172
32,6,1.086139052,3.287422058,2.098659679,0.2,51
58,28,0.8136652622,4.077253972,6.730529224,1.4,75
46,22,0.8902989152,5.124971317,7.025972782,3.1,183
53,23,1.80464422,5.401568269,7.311581997,0.4,20
63,39,3.067474135,4.571199523,3.978950925,3.9,101
40,14,2.034772743,4.316576581,4.363795828,5.9,129
41,17,1.938185187,8.750396547,7.170105298,3.2,63
60,35,1.817380198,7.993906439,7.771406623,2.1,44
65,39,1.759454996,5.491194679,5.289686126,5.4,184
59,33,3.369377061,7.851209002,8.033663707,2,100
48,24,2.175025071,3.312082881,3.731963254,0.4,12
59,33,2.64902419,7.947575315,9.044513449,2.3,68
33,8,0.8659995927,6.594137978,7.098328476,1,48
40,15,2.328373202,5.905250086,6.661988247,0.4,82
42,18,2.939085187,6.443567742,5.62970411,2.5,52
65,41,1.692324752,8.853637933,6.635871893,4.6,154
30,4,0.8793053049,3.969853322,4.075630927,1.5,39
30,4,0.908493806,2.423720028,4.098734731,0.3,40
42,17,0.7516154062,7.94183107,6.456175388,1.9,54
32,8,1.341839773,7.600728415,7.147714211,1,32
55,30,1.611830144,3.812890652,7.72483766,2.3,64
29,3,1.515416713,6.563180979,4.220407519,1.3,92
64,38,1.703023437,8.431578667,8.807151995,2.5,40
37,11,1.308000847,5.076828139,4.525392458,0.5,60
31,5,1.41473715,6.141880744,7.086349823,1.3,85
25,-1,1.128693223,5.779335791,5.475955198,0.4,21
31,5,1.138521737,4.377750804,3.10693969,0.6,35
32,7,0.91152519,4.856129474,2.931487773,0.1,52
58,34,1.281453255,3.191754442,4.23008882,7.4,128
26,2,1.433615646,7.109288942,5.472423394,6.33,195
51,25,1.228486804,4.567812113,5.865139922,1.5,68
65,41,1.179123925,1.377812816,2.458946509,1.1,55
43,17,1.924216641,6.293955361,6.844885625,0.2,55
46,21,1.327558231,5.238060371,5.229471367,0.4,80
28,3,1.354599847,5.394434965,2.429690289,0.8,123
63,37,1.241477003,8.190241982,7.519982462,1.9,90
59,29,0.7328371647,7.370979524,7.385532105,1.4,61
42,15,1.019992133,7.178453403,8.130281567,2.5,41
58,33,1.016064978,8.372060861,6.35467889,1.6,43
39,13,0.8108881333,6.687159601,7.6927521,0.1,71
36,12,1.343424401,8.745005536,8.335828438,1,25
60,33,1.362764162,2.762928703,4.772997432,3,154
47,21,1.135558089,5.656775357,2.49843249,2.4,141
29,4,1.507166419,6.605036825,4.980194667,0.9,22
52,28,2.107923955,6.440817243,5.975232972,6.8,145
41,16,1.726675037,8.161235923,9.943836146,0.5,49
63,37,1.31539042,7.026138555,6.804985356,2,109
59,34,2.434992649,7.72002592,5.50723661,0.5,80
44,20,3.439517987,4.932499086,5.247650365,1.4,82
54,28,1.489204833,1.996881062,4.479151907,2.5,52
29,5,1.242567221,6.384188573,7.618242797,2.5,85
51,25,0.7894084259,1.490866724,1.988061253,1,148
63,39,1.627399588,5.399793836,4.13349147,2.1,160
36,11,2.097914632,4.280689131,3.269883966,1.7,39
42,16,1.427080338,6.5313458,4.882998511,0.8,25
51,25,2.765698731,6.981128803,4.762264319,1.4,33
47,20,3.112887583,6.904771282,6.478103447,2.5,38
40,16,0.8838016384,8.904833097,8.134158511,0.2,85
54,28,1.980395471,5.561978361,5.948519656,0.2,48
47,21,0.904402229,5.819613161,6.569807459,0.6,15
35,10,1.662466445,9.710418785,8.117709957,0,94
28,4,2.348563529,4.975837751,5.993239078,0.6,120
45,19,1.04554163,1.938975998,1.526699323,0.7,60
33,9,0.8620717241,7.323201188,7.980281042,4.33,145
62,36,2.494186726,2.934620428,4.046045471,0.7,29
45,18,3.578465123,6.298277211,4.466398295,2.67,78
59,35,2.332178211,5.942729462,7.720459979,1.2,59
58,28,1.638180626,5.748510158,4.249955933,4.5,80
52,26,2.36407637,5.076675232,6.04614608,1,180
34,8,1.124067293,3.381908667,5.78874752,0.1,8
65,35,1.612274806,9.248679033,9.447819886,1.5,23
48,23,1.226949459,7.094301814,6.57379575,3.8,79
44,19,0.8254225791,7.157186852,6.96763199,3.8,78
61,37,2.208576618,5.871114139,4.549399327,0,64
40,14,1.492872323,8.850894306,9.131442418,0.2,64
65,39,1.161144477,7.786402981,7.402192422,3.8,160
28,4,0.8042701459,3.006451655,3.057578187,1,43
67,42,0.9014209018,5.584829226,4.993864044,1.1,32
35,9,3.100112818,2.126531989,2.36873273,0,179
60,35,1.12866808,7.010531857,6.487456135,0.1,8
58,32,2.807497336,4.613029324,6.200948266,1.6,63
55,30,0.7595780419,2.198232422,1.717004384,2.3,40
34,9,1.190471003,10.60283811,8.443855258,2.2,99
35,9,0.86714988,5.147292992,5.077752193,4.5,141
28,4,1.836862989,6.70548368,4.614878034,1.5,159
38,12,1.01853051,4.803526877,2.036136843,0.3,39
62,38,1.500829236,4.850914775,4.030324309,1.7,99
30,4,1.656177814,5.060109943,4.78030548,0.3,18
38,12,0.7631308116,7.268766204,9.580729998,0.3,38
33,8,1.393156911,3.908180795,5.740685915,0,133
58,34,1.074546947,9.885161446,10.75474018,2.8,84
59,35,1.37949501,5.076861945,4.647848627,0,60
52,28,0.7422225607,6.073396626,6.505232539,5.4,178
36,12,1.886788504,3.998204683,6.549423805,0.5,18
45,21,1.951535894,5.368880951,6.156571508,0.8,73
49,23,1.195093183,4.732223569,6.210410145,7.3,125
52,26,1.588918911,8.199697786,6.840965231,4.3,91
54,28,0.9710105143,6.916597145,7.581655335,1.1,74
30,4,0.7005436999,6.217748168,4.927586776,0.3,35
65,39,1.596855246,3.776736393,3.907494606,2,113
34,8,2.631160824,1.637276478,2.368672808,2.2,52
30,6,2.544257419,8.189778722,5.847281249,4.4,191
51,25,1.410305469,2.688730723,3.922054059,0.3,18
52,27,0.7191388781,4.189913859,7.299118594,0,25
43,18,1.725224387,8.420321835,5.580767103,1.9,50
35,10,3.227098714,3.885234733,2.770802361,0.7,75
56,26,1.127430759,4.890887819,4.72804375,4.5,92
57,32,2.381054108,5.476911573,4.1340974,2,33
58,32,2.537180864,10.77460481,10.58701658,2.2,65
53,28,0.7474227276,4.432139054,6.57499356,1.7,44
45,21,2.334863532,3.90719777,3.387829625,1.4,183
44,20,1.485791177,4.959631019,5.234854319,1.4,175
54,28,1.63549255,4.698808731,6.860937899,1.5,28
41,17,1.418581823,7.369987558,8.317685219,2.2,49
52,26,2.209873753,6.391030122,7.47899632,1.8,45
43,17,1.508447718,5.123587606,4.346658001,3,64
63,38,2.208518409,5.71102903,5.640601542,0.1,22
54,30,2.184919826,1.033166397,2.553477077,7.4,120
33,8,2.139553235,6.12925185,6.705018623,6.7,175
25,-1,1.436275878,5.616061087,5.143373245,2.3,101
41,16,1.347326101,7.148356853,8.204072685,1,104
40,16,1.59662062,5.815061305,6.144491641,0.1,155
43,18,0.7242069766,9.136074064,8.977751698,2.4,58
36,10,1.054195767,7.634047419,7.798507721,2.2,80
57,33,0.943099319,7.0561955,8.205282276,1.8,45
34,9,0.7231760368,8.027362744,8.239911006,4.6,134
38,14,1.632883862,4.406585501,6.073191034,2,58
47,21,0.7738360951,6.083412237,7.70638602,0.2,20
39,13,0.8430229964,3.921532432,5.33366058,1.5,25
45,20,1.461304122,6.717573871,6.844462284,0.3,55
62,37,2.299974841,6.834966044,7.636056293,1.3,155
59,34,1.12150642,5.334673104,3.115440509,1.3,30
61,37,3.49946637,4.480792685,2.483722242,0.4,39
36,12,0.9997034407,5.997321367,6.097489223,2,73
58,34,1.295113655,6.972702477,6.423588838,1.3,41
55,30,0.7873142979,6.556480191,9.262775855,0.1,34
29,5,0.7548571696,2.653457572,5.398099777,0.9,21
34,8,1.278180145,3.503572958,2.808667167,0.3,11
61,35,1.027045578,4.76418679,7.261968906,6.9,154
50,20,1.348846499,4.308072325,5.569283364,0.4,19
52,26,1.877624603,7.254854042,6.497961954,2.4,101
39,15,0.8199428333,6.451371905,7.001228126,1,24
55,29,1.806173465,6.476761047,6.537042965,2.7,131
33,9,0.8491373663,11.40240485,9.990287131,4,105
47,21,0.8342919572,5.47822892,9.032848528,1.2,52
57,32,2.99427048,6.822516317,7.047859886,0.9,21
57,31,2.254430386,5.884307782,6.353408567,1.4,45
40,14,3.091999069,3.649909871,4.251084703,2,39
50,25,1.693637847,4.213734587,3.381146113,2.8,192
29,5,1.959639374,7.343913456,4.670894329,4.3,195
46,22,6.681285273,5.996459153,4.206587051,0.7,83
42,15,1.122402386,5.495458059,6.31712292,1,34
59,33,2.492569827,2.926333947,3.368060785,1.7,49
31,1,1.548869525,7.33754697,7.683630439,4,60
